text,label,clean_text
  ==Cuando Quiero Llorar No Lloro TV Series== Then why don't put as TV miniseries instead of rudely put this craping tag on the artcile?   ,neutral,  cuando quiero llorar no lloro tv series then why dont put as tv miniseries instead of rudely put this craping tag on the artcile   
" still don't see how that is wrong. it was a redneck article, ina  rednecks in contemporary society section, adding the fact that bush, who is a redneck(fact) is the US presiednet (fact) on his second term(fact) facts is facts is facts buddy. -steve  ",neutral, still dont see how that is wrong it was a redneck article ina  rednecks in contemporary society section adding the fact that bush who is a redneckfact is the us presiednet fact on his second termfact facts is facts is facts buddy steve  
  Click on this link to see what the cover of  RN looks like http://www.npg.org.uk/live/search/portrait.asp?LinkID=mp09381&role;=art&rNo;=26   ,neutral,  click on this link to see what the cover of  rn looks like    
"`==Regarding edits made during April 17 2007== Thank you for your contributions to Wikipedia. As a member of the Wikipedia community, I would like to remind you of Wikipedia's neutral-point-of-view policy for editors. You may also be interested in reading The five pillars of Wikipedia, our Help pages, the Tutorial, the policy on citing sources, and our Manual of Style.I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you have any questions, check out Wikipedia:Where to ask a question or ask me on my talk page. Again, welcome!   –   `",neutral,regarding edits made during april   thank you for your contributions to wikipedia as a member of the wikipedia community i would like to remind you of wikipedias neutralpointofview policy for editors you may also be interested in reading the five pillars of wikipedia our help pages the tutorial the policy on citing sources and our manual of stylei hope you enjoy editing here and being a wikipedian please sign your name on talk pages using four tildes  this will automatically produce your name and the date if you have any questions check out wikipediawhere to ask a question or ask me on my talk page again welcome   –   
 Thanks.  Didn't expect that site to have military incidents.  That page didn't show up in any internet searches I did. ( -  ,neutral, thanks  didnt expect that site to have military incidents  that page didnt show up in any internet searches i did    
"  == Jinxmchue ==  Apparently, I screwed up when I asked  if he plans to constructively edit any pages after his block expires.  He's now editing at , making the same complaints as usual.  I placed a rangeblock on 67.135.48.0/23, which went over like a lead balloon (see WP:AN/I#Jinxmchue IP rangeblock).  There's some discussion there and some questions about why he was blocked in the first place.  I removed the rangeblock and the protections I put on the talk pages earlier, but there's an unblock request at .  I don't know if you want to provide some explanation, but I figured you might want to at least know about it.  It looks like I've caused the interpersonal fiasco that I knew I'd cause right after Christmas.  Good going on my part.    ",neutral,   jinxmchue   apparently i screwed up when i asked  if he plans to constructively edit any pages after his block expires  hes now editing at  making the same complaints as usual  i placed a rangeblock on  which went over like a lead balloon see wpanijinxmchue ip rangeblock  theres some discussion there and some questions about why he was blocked in the first place  i removed the rangeblock and the protections i put on the talk pages earlier but theres an unblock request at   i dont know if you want to provide some explanation but i figured you might want to at least know about it  it looks like ive caused the interpersonal fiasco that i knew id cause right after christmas  good going on my part    
September 17th.  —Preceding unsigned comment added by   4:   ,neutral,september   —preceding unsigned comment added by      
"`  == Unfair, Unbalanced, and Non-neutral VERSION 2 - TWO MUCH ACCENT ON ``DE FACTO``== What ``de facto``? This region has little time to live, its time has passed. `",neutral,   unfair unbalanced and nonneutral version   two much accent on de facto what de facto this region has little time to live its time has passed 
 The goggles do nothing!!!!,neutral, the goggles do nothing
  Please show exactly where I have made a personal attack?  All I am doing is putting the truth out there.  I have cited a source.,neutral,  please show exactly where i have made a personal attack  all i am doing is putting the truth out there  i have cited a source
" ::Just looked at Misty Mountain Hop, and that article has sourcing problems of its own. It mentions the LotR connection, but no sources are provided there.   ",neutral, just looked at misty mountain hop and that article has sourcing problems of its own it mentions the lotr connection but no sources are provided there   
"`  ==huh?== The AfD discussion on List of film accents considered the worst was moving towards overturn and delete, and we were not re-arguing the AfD b/c the admin who kept the list did not take into account the arguments about the impossibility of such a list representing a consensus. You just opened the floodgates to endless ``X considered the worst lists.`` Good job.  `",neutral,  huh the afd discussion on list of film accents considered the worst was moving towards overturn and delete and we were not rearguing the afd bc the admin who kept the list did not take into account the arguments about the impossibility of such a list representing a consensus you just opened the floodgates to endless x considered the worst lists good job  
"  Images are definitely needed, if available. They enhance the quality of an article. Infact, this is one of the criteria for becoming a good article (see WP:GACR). The points of contention should be the following: *are the images a copyright infringement? *do we have sources that connect them to allegations of Israeli apartheid?    ",neutral,  images are definitely needed if available they enhance the quality of an article infact this is one of the criteria for becoming a good article see wpgacr the points of contention should be the following are the images a copyright infringement do we have sources that connect them to allegations of israeli apartheid    
dumb dumb dumb........ cool!!!! awsome website for maps is wikipedia,neutral,dumb dumb dumb cool awsome website for maps is wikipedia
"  == Suggestions ==  It looks like every site is adequately located by street address, but it might help in mapping to put in all the coords.  I'd personally prefer them in the address box, with small tags (nobody actually reads them - it's just for the mapping software), and limited to 4 digits after the decimal point (unless you want to hit the statue right on top of its head!)  All the sites seem to be well described at the external links site, so at least some article could be written for each. The numbers are official so they can be used in WLM-US for a Wiki Loves event  There are also a few state designated sites. (See the second external link). Most look like they are also NRHP.  If not all of them are, they could be added here in a separate table.  There are also several un-numbered historic districts - these might also be added in a separate table.    ",neutral,   suggestions   it looks like every site is adequately located by street address but it might help in mapping to put in all the coords  id personally prefer them in the address box with small tags nobody actually reads them  its just for the mapping software and limited to  digits after the decimal point unless you want to hit the statue right on top of its head  all the sites seem to be well described at the external links site so at least some article could be written for each the numbers are official so they can be used in wlmus for a wiki loves event  there are also a few state designated sites see the second external link most look like they are also nrhp  if not all of them are they could be added here in a separate table  there are also several unnumbered historic districts  these might also be added in a separate table    
", 24 January 2014 (UTC) :::::::Hmm, can you provide a RS that shows they refer to them as Extra?  11:42",neutral,  january  utc hmm can you provide a rs that shows they refer to them as extra  
 : Channel 9 news is by no means a credible source. Ever seen the MediaWatch program on ABC?,neutral,  channel  news is by no means a credible source ever seen the mediawatch program on abc
REDIRECT Talk:Charles J. Fuschillo Jr. ,neutral,redirect talkcharles j fuschillo jr 
" :::::PS: Oh ho, or was it not sarcasm?   ",neutral, ps oh ho or was it not sarcasm   
`  —Preceding unsigned comment added by    `,neutral,  —preceding unsigned comment added by    
"  Discussion has been settled. Result: use ceremonial counties for disambiguation of places, and in a geographic frame of reference, see Wikipedia talk:WikiProject UK geography#Olney, Milton Keynes; Caversham, Reading; Wanborough, Swindon.   ",neutral,  discussion has been settled result use ceremonial counties for disambiguation of places and in a geographic frame of reference see wikipedia talkwikiproject uk geographyolney milton keynes caversham reading wanborough swindon   
` :: ``Everything is permitted.``  not on Wikipedia it ain't. —   `,neutral,  everything is permitted  not on wikipedia it aint —   
"`  ==Congratulation== {| style=``border: 1px solid gray; background-color: #fdffe7; width:100%;`` |rowspan=``3`` valign=``top`` style=``width:5em``|  |rowspan=``3`` | |style=``font-size: x-large; padding: 0; vertical-align: bottom; height: 1.1em;`` | The Barnstar of National Merit |- |style=``vertical-align: top; border-top: 1px solid gray; height:5em;``| I,  award Priyanath the Barnstar of National Merit for improving Salt Satyagraha to a Good Article    |- |style=``vertical-align: top; border-top: 1px solid gray;`` |this WikiAward was given to Priyanath by   on  |}  And now, please try to lift the article to featured status ) Regards.  `",neutral,  congratulation  styleborder  solid gray backgroundcolor    valigntop     stylefontsize xlarge padding  verticalalign bottom height   the barnstar of national merit  styleverticalalign top bordertop  solid gray  i  award priyanath the barnstar of national merit for improving salt satyagraha to a good article     styleverticalalign top bordertop  solid gray this wikiaward was given to priyanath by   on    and now please try to lift the article to featured status  regards  
"  That would be a good idea, this way I could check to see if Anon is placing more cw material into the article. But I would have to insist that all current info be erased due to all the cw violations.  ",neutral,  that would be a good idea this way i could check to see if anon is placing more cw material into the article but i would have to insist that all current info be erased due to all the cw violations  
"`  :I see, and this block has nothing to do with the fact that the edit shown includes the statement ``I'm reverting to the original wording and bringing this up at the Welsh wikipedians' talk page.`` Your conduct here could be called into question as well, Jza84. ``Harrasment``? That's a good one. And what exactly is this action, if not harrasment?   `",neutral,  i see and this block has nothing to do with the fact that the edit shown includes the statement im reverting to the original wording and bringing this up at the welsh wikipedians talk page your conduct here could be called into question as well  harrasment thats a good one and what exactly is this action if not harrasment   
  Thank you.  I will take that under advisement.  ,neutral,  thank you  i will take that under advisement  
" ::I see, I just wanted to see if there's a connection. Because it seems strange that he's aleardy blocked on Fr:Wikipedia as well as on others.  ",neutral, i see i just wanted to see if theres a connection because it seems strange that hes aleardy blocked on frwikipedia as well as on others  
"`  :::::I didn't cherry-pick anything, these are the official and only facts: ``While essentially every CNN program was down double-digits, 9pmET, which is home to “Piers Morgan Tonight,” and 7pmET, which is home to “Erin Burnett OutFront,” each had their worst performance in the demo in 20 years.``  http://www.mediabistro.com/tvnewser/may-2012-ratings-cnn-hits-20-year-low_b130250   `",neutral,  i didnt cherrypick anything these are the official and only facts while essentially every cnn program was down doubledigits  which is home to “piers morgan tonight” and  which is home to “erin burnett outfront” each had their worst performance in the demo in  years     
 :::People like you are the reason why life is unfair.  I'm done editing any article.  You win.  ,neutral, people like you are the reason why life is unfair  im done editing any article  you win  
COI]] and make it comply with [[WP:NPOV,neutral,coi and make it comply with wpnpov
" (UTC)  ::I agree with 68.99.246.211. Some leagues, which have one of most attendance of sports leagues have smaller stadiums than other sports leagues. For example, the dome stadiums of NBA and NHL are mainly about 20,000 seats.   15:19, 11 July 2012",neutral, utc  i agree with  some leagues which have one of most attendance of sports leagues have smaller stadiums than other sports leagues for example the dome stadiums of nba and nhl are mainly about  seats     july 
"` ::::::Your comment ``There is no lynch mob from PW`` is contradicted by your next comment: ``We have administrators that agree with us``.  ::::::The only thing missing from your last rant was, ``Resistance is futile. You will be assimilated.`` Otherwise, you've done a fantastic job demonstrating exactly what I have been talking about.   `",neutral, your comment there is no lynch mob from pw is contradicted by your next comment we have administrators that agree with us  the only thing missing from your last rant was resistance is futile you will be assimilated otherwise youve done a fantastic job demonstrating exactly what i have been talking about   
 :::::Your participation in Docu's RfC where you have endorsed like every summary opposite of my view. Pzrmd  ,neutral, your participation in docus rfc where you have endorsed like every summary opposite of my view pzrmd  
"`  One more thing - a mistake on my end - as pointed out above, only one sentence is questionable here.  If another admin can go to this version, and remove the sentence ``Lewy later said that he could not recall if he had actually seen the alleged report or simply been told of its contents., re-add the protection tag and save, that would be good.  Lets wait for User:Xenophrenic to confirm that the rest is not a part of the dispute first, however. -   `",neutral,  one more thing  a mistake on my end  as pointed out above only one sentence is questionable here  if another admin can go to this version and remove the sentence lewy later said that he could not recall if he had actually seen the alleged report or simply been told of its contents readd the protection tag and save that would be good  lets wait for userxenophrenic to confirm that the rest is not a part of the dispute first however    
  == I have added you to Missing Wikipedians ==  Just to let you know (I am supposed to - this  is what it says).   ,neutral,   i have added you to missing wikipedians   just to let you know i am supposed to  this  is what it says   
"`::Thanks for the explanation, Rabbiz.  I imagine that any serious scientist is mathematically competent enough to plug the error margins (variances) of their measurements through the math and translate them into an error margin of the result/prediction.  In the example you provided, that amounts to simple multiplying the margin of error in voltage by 10 (the ratio of voltage to heat) Again, I can't imagine why anyone would use voltages that low.  When someone is trying to study effects of a phenomena (such as electrolysis) to high precision, they generally try to get as much of the phenomena to occur as possible (while keeping certain parameters in certain rages and keeping it controlled and safe), so that they can get the most precision out of their measurement devices, as well as having the law of large numbers in their favor.    ::you go on to suggest a ``very realistic`` ratio of measurement error of heat to total electric energy input.  I don't see how the accuracy of the calorimeter would at all be correlated with the amount of electrical energy being put into the system that it's measuring (assuming there's negligible crosstalk between the circuit that's supplying electricity to the calorimeter and the circuit that's supplying electricity to the electrolysis cell).  It seems much more reasonable to me that the calorimeter's accuracy would be sensitive to the average temperature of the system, it's physical placement with-in the system, whether it's a closed or open cell, the specific heat of the solution, etc.  ::Regarding faraday efficiency, again, the faraday efficiency of water is usually very close to 100%, only rarely (shedki, for example) have faraday efficiencies significantly lower than this been reported, and that was using a nickel cathode.  Furthermore, pcarbonn has already pointed out that some experiments have measured faraday efficiency while the experiment was running on took it into account, and the results were basically the same.   In science, hypothesises are proved or disproved by experiments, and in these experiment that hypothesis was disproved.  ::Re: ``By the way, increasing the electrolysis voltage leads to a very large increase in the calorimetry errors.``  again, heat and electricity are two very different types of energy, and consequently do not impose significant measurement errors on each other.  If you increase the voltage, you increase the amount of excess heat, and thus decrease the amount of precision loss in your measurement; i.e. it is easier to tell the difference between a 10 degree vs. 20 degree temperature difference, than a .1 degree vs. .2 degree temperature difference, quite irrespective of any voltage gradients in the source material.    `",neutral,thanks for the explanation rabbiz  i imagine that any serious scientist is mathematically competent enough to plug the error margins variances of their measurements through the math and translate them into an error margin of the resultprediction  in the example you provided that amounts to simple multiplying the margin of error in voltage by  the ratio of voltage to heat again i cant imagine why anyone would use voltages that low  when someone is trying to study effects of a phenomena such as electrolysis to high precision they generally try to get as much of the phenomena to occur as possible while keeping certain parameters in certain rages and keeping it controlled and safe so that they can get the most precision out of their measurement devices as well as having the law of large numbers in their favor    you go on to suggest a very realistic ratio of measurement error of heat to total electric energy input  i dont see how the accuracy of the calorimeter would at all be correlated with the amount of electrical energy being put into the system that its measuring assuming theres negligible crosstalk between the circuit thats supplying electricity to the calorimeter and the circuit thats supplying electricity to the electrolysis cell  it seems much more reasonable to me that the calorimeters accuracy would be sensitive to the average temperature of the system its physical placement within the system whether its a closed or open cell the specific heat of the solution etc  regarding faraday efficiency again the faraday efficiency of water is usually very close to  only rarely shedki for example have faraday efficiencies significantly lower than this been reported and that was using a nickel cathode  furthermore pcarbonn has already pointed out that some experiments have measured faraday efficiency while the experiment was running on took it into account and the results were basically the same   in science hypothesises are proved or disproved by experiments and in these experiment that hypothesis was disproved  re by the way increasing the electrolysis voltage leads to a very large increase in the calorimetry errors  again heat and electricity are two very different types of energy and consequently do not impose significant measurement errors on each other  if you increase the voltage you increase the amount of excess heat and thus decrease the amount of precision loss in your measurement ie it is easier to tell the difference between a  degree vs  degree temperature difference than a  degree vs  degree temperature difference quite irrespective of any voltage gradients in the source material    
" :Yes I saw that. I modified the bot to copy identically named refs from the current version of another article. I also modified it to check each of the pages linked in the article. The bot had great success with articles such as The Wire Season 3 and Criticisms of Tony Blair, where it matched references in The Wire and Tony Blair. I had to run this manually due to the possibility of false positives (mostly on music album sources) but it was very quickly done. I estimate I fixed approximately 100 references in 75 articles this way. However this method has run its course and there are still many articles remaining (Any of the small towns in North Dakota) where its obvious there is no source, never has been a source, and can not find a source on any of the linked pages. At some point any editor would call bullshit and add a fact-needed tag, why should the bot be held to a higher standard when it has already gone so far beyond what the average editor would do?   talk ",neutral, yes i saw that i modified the bot to copy identically named refs from the current version of another article i also modified it to check each of the pages linked in the article the bot had great success with articles such as the wire season  and criticisms of tony blair where it matched references in the wire and tony blair i had to run this manually due to the possibility of false positives mostly on music album sources but it was very quickly done i estimate i fixed approximately  references in  articles this way however this method has run its course and there are still many articles remaining any of the small towns in north dakota where its obvious there is no source never has been a source and can not find a source on any of the linked pages at some point any editor would call bullshit and add a factneeded tag why should the bot be held to a higher standard when it has already gone so far beyond what the average editor would do   talk 
"` ::::I'm not ``on message``, so I have to be eliminated.   `",neutral, im not on message so i have to be eliminated   
"`  ==Events don't need titles?== There is a common pratice by American television to label events as if it were a television programme.  Before the video footage is broadcast, often there is theme music and an elaborate title page that might say ``Crisis in Canada`` or ``Terror in Iraq``.  Is it subtle POV to have to label every event with a title.  Who called this ``2007 Algiers bombings``?  Obviously we have to use words.  Until there is a common name for an event, I think we should try to avoid titles whenever possible.  This is not a big deal but just a thought that we should always consider.   `",neutral,  events dont need titles there is a common pratice by american television to label events as if it were a television programme  before the video footage is broadcast often there is theme music and an elaborate title page that might say crisis in canada or terror in iraq  is it subtle pov to have to label every event with a title  who called this  algiers bombings  obviously we have to use words  until there is a common name for an event i think we should try to avoid titles whenever possible  this is not a big deal but just a thought that we should always consider   
"  == Curb your enthusiasm? ==  Anjelah appeared in Season 8 episode 4 of Curb your enthusiasm, 'The Smiley Face as Mimi, the niece of a restaurant hostess Larry was dating.",neutral,   curb your enthusiasm   anjelah appeared in season  episode  of curb your enthusiasm the smiley face as mimi the niece of a restaurant hostess larry was dating
"`  :Translation:  ``Waaaaah!  Waaaaah!`` (re-insert thumb, suck)  ;-)`",neutral,  translation  waaaaah  waaaaah reinsert thumb suck  
  == Message for you on my talk page ==  I suggest you read this message for you on my talk page. and reply nicely.  thankyou   ,neutral,   message for you on my talk page   i suggest you read this message for you on my talk page and reply nicely  thankyou   
"  == Priyanka Chopra Endorsements ==  Hey bollyjeff I have some concerns about endorsement section, it says she has represented brands like so and so.it nothing say about the brands she endorses now It is confusing whether she is endorsing or endorsed.you know what I mean.  ",neutral,   priyanka chopra endorsements   hey bollyjeff i have some concerns about endorsement section it says she has represented brands like so and soit nothing say about the brands she endorses now it is confusing whether she is endorsing or endorsedyou know what i mean  
"Articles have been merged. Proper name of this product is MSN TV.  Created redirect so, for now Web TV points to the MSN TV article. added Web TV data.",neutral,articles have been merged proper name of this product is msn tv  created redirect so for now web tv points to the msn tv article added web tv data
"Yo, Contribute ... don't vandalize.",neutral,yo contribute  dont vandalize
Past that it was referred to as 'The Wsteland' not New Holland.  'Wasteland has a meanign other tyan the obvious.  Its political as well as nomenclature. ,neutral,past that it was referred to as the wsteland not new holland  wasteland has a meanign other tyan the obvious  its political as well as nomenclature 
 == Could you pleasee.... == Roll over and die.   ,neutral,  could you pleasee  roll over and die   
"Why has everybody on Wikipedia got so scared of a simple question. You no longer even giving reasons, as you know that I have outsmarted you. I'm sorry for the arrogance, but I have. If Jimbo Wales, unlike you lot, has an intelligent response to my original question, then I invite him to reply, but it seems to anybody who just stumbled across the talk page, he's too afraid. One of the Top Hundred People of the Year? Don't make me laugh. (  )  ",neutral,why has everybody on wikipedia got so scared of a simple question you no longer even giving reasons as you know that i have outsmarted you im sorry for the arrogance but i have if jimbo wales unlike you lot has an intelligent response to my original question then i invite him to reply but it seems to anybody who just stumbled across the talk page hes too afraid one of the top hundred people of the year dont make me laugh     
"  == Suez ==  That map is wrong , while Eygpt was indepdent the Suez zone was still part of the British Empire , and in british control in 1945 up until its nationalisation in 1956.   ",neutral,   suez   that map is wrong  while eygpt was indepdent the suez zone was still part of the british empire  and in british control in  up until its nationalisation in    
"`  : -) Dear Behind yous xxx. You might want to follow my friendly advise on your own talk page before coming here. Create the article first, then add to the DAB. If in doubt, let me know. Consider also signing your messages, please. Thanks.   `",neutral,    dear behind yous xxx you might want to follow my friendly advise on your own talk page before coming here create the article first then add to the dab if in doubt let me know consider also signing your messages please thanks   
"`  == STOP! ==  You are not allowed to create a new account whenever you get the urge just because you received negative comments or results in a previous one. This is your fourth account in something like ten days. Stop using this account immediately, post a notice on the help desk asking for this one to be blocked, and go back to using BlackImperial. You've been given a tremendous number of ``chances`` here so far, more than any other user I can think of in recent memory, but you're getting very, very close to running out of them. Please reply right here, rather than on my talk page, to indicate your willingness to comply. If I see you making any more edits with this account we'll re-open you previous ``name jumper`` thread at ANI, and I don't think the outcome there will be one you'll care for.  –   `",neutral,   stop   you are not allowed to create a new account whenever you get the urge just because you received negative comments or results in a previous one this is your fourth account in something like ten days stop using this account immediately post a notice on the help desk asking for this one to be blocked and go back to using blackimperial youve been given a tremendous number of chances here so far more than any other user i can think of in recent memory but youre getting very very close to running out of them please reply right here rather than on my talk page to indicate your willingness to comply if i see you making any more edits with this account well reopen you previous name jumper thread at ani and i dont think the outcome there will be one youll care for  –   
"  :LOL  Too funny.  Check out his post yesterday on the ACORN discussion board:    And also his posts on my talk page after I asked him to stop posting there.  And his reverts of my good faith edits on Rehnquist.   It's not appropriate to maintain a smear job on a Supreme Court Justice, and I've been patient and worked through the appropriate channels to the best of my ability to address this.  If an Admin. wants to resolve the problem that would be great.  I'm looking forward to working on other projects (as I did when I left the page alone after posting and RfC the last time we had this problem).  In the interim nothing has changed so I'm trying again, despite the difficulty in dealing with RafaelRGarcia's stalking, harassing and inappropriate behavior.  (  )",neutral,  lol  too funny  check out his post yesterday on the acorn discussion board    and also his posts on my talk page after i asked him to stop posting there  and his reverts of my good faith edits on rehnquist   its not appropriate to maintain a smear job on a supreme court justice and ive been patient and worked through the appropriate channels to the best of my ability to address this  if an admin wants to resolve the problem that would be great  im looking forward to working on other projects as i did when i left the page alone after posting and rfc the last time we had this problem  in the interim nothing has changed so im trying again despite the difficulty in dealing with rafaelrgarcias stalking harassing and inappropriate behavior    
"  I apologize for the vadalism, I was just doing it for the lulz, I'll stop now",neutral,  i apologize for the vadalism i was just doing it for the lulz ill stop now
" :::::The article still does not meet the standards of a neutral Wikipedia article. It still reads as an essay style (ie: I believe this theory, here is my proof). This is understandable: the main contributors have been anti-Israel warriors who have sought information to build their case against Israel. The small criticism section does not solve the NPOV issues. This article, to be an appropriate Wikipedia article about an analogy, needs a MAJOR rewrite to read more informatively and less preachily. It needs to be encyclopedic, describing only who compares Israel to apartheid and what their reasoning is. It cannot be so apparently one-sided. If people have ideas as to how to deal with this issue, I welcome discussion. PS: now that the discussion is no longer dormant, I am reinserting the NPOV tag.   ",neutral, the article still does not meet the standards of a neutral wikipedia article it still reads as an essay style ie i believe this theory here is my proof this is understandable the main contributors have been antiisrael warriors who have sought information to build their case against israel the small criticism section does not solve the npov issues this article to be an appropriate wikipedia article about an analogy needs a major rewrite to read more informatively and less preachily it needs to be encyclopedic describing only who compares israel to apartheid and what their reasoning is it cannot be so apparently onesided if people have ideas as to how to deal with this issue i welcome discussion ps now that the discussion is no longer dormant i am reinserting the npov tag   
CJK sign the mediation agreement. mediation requests    ,neutral,cjk sign the mediation agreement mediation requests    
"  == What about the arcade game? ==  I saw a crimson skies arcade game, It was a modified pc running in an arcade cabinet with another flying type game.  Ive seen licensing and hardware like this with beach head 2000].  May I post about it?   ",neutral,   what about the arcade game   i saw a crimson skies arcade game it was a modified pc running in an arcade cabinet with another flying type game  ive seen licensing and hardware like this with beach head   may i post about it   
"Welcome!  Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful: *The five pillars of Wikipedia *How to edit a page *Help pages *Tutorial *How to write a great article *Manual of Style I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question and then place {{helpme}} before the question on your talk page. Again, welcome!   ",neutral,welcome  hello  and welcome to wikipedia thank you for your contributions i hope you like the place and decide to stay here are some pages that you might find helpful the five pillars of wikipedia how to edit a page help pages tutorial how to write a great article manual of style i hope you enjoy editing here and being a wikipedian please sign your name on talk pages using four tildes  this will automatically produce your name and the date if you need help check out wikipediaquestions ask me on my talk page or ask your question and then place helpme before the question on your talk page again welcome   
"`:Yes, Lira comes from the Italian for ``pound`` (likenable to ``libre`` in French), and was borrowed into Maltese to represent the word.     `",neutral,yes lira comes from the italian for pound likenable to libre in french and was borrowed into maltese to represent the word     
"  == Jidan I need your help ==  al-Khwarizmi article is being continuosly edited to put al-Khwarizmi as Persian, I need you to help me put an end to this. Also, do you know how to end an adminship of a wikipedian?  ",neutral,   jidan i need your help   alkhwarizmi article is being continuosly edited to put alkhwarizmi as persian i need you to help me put an end to this also do you know how to end an adminship of a wikipedian  
" :Probably not, unless you can find a couple of reliable sources that establish that such a list is notable (not the entries on the list, but the list itself). There are many articles with such lists, so don't feel as if you have to remove it solely on my advice. You can leave it and see if another editor removes it, or raises objections on the talk page. -  ",neutral, probably not unless you can find a couple of reliable sources that establish that such a list is notable not the entries on the list but the list itself there are many articles with such lists so dont feel as if you have to remove it solely on my advice you can leave it and see if another editor removes it or raises objections on the talk page   
"  :You are right: I have been incivil. Although I do not agree with the policy saying that we shouldn't be incivil, I don't think that the policy is so harmful that I should not follow it. I can do my work on Wikipedia without being incivil. I can try to change the policy without being incivil.   Good job, Sean William. I think blocks are such a good tool for dealing with problems that I suggested that every one should be able to block other people. I just think that it is wrong for people to be able to unblock themselves, as it destroys the whole purpose of blocking.  ",neutral,  you are right i have been incivil although i do not agree with the policy saying that we shouldnt be incivil i dont think that the policy is so harmful that i should not follow it i can do my work on wikipedia without being incivil i can try to change the policy without being incivil   good job sean william i think blocks are such a good tool for dealing with problems that i suggested that every one should be able to block other people i just think that it is wrong for people to be able to unblock themselves as it destroys the whole purpose of blocking  
" ::::An embarrassed zebra.  Unfortunately, the newspaper punchline depends on homophony and does not work in print.  -)   ",neutral, an embarrassed zebra  unfortunately the newspaper punchline depends on homophony and does not work in print     
"  == 196.2.124.251 ==  I see this IP address, which is mine, is blocked for vandalism. Could you give me the details of when and where the vandalism occurred? Thanks  ",neutral,      i see this ip address which is mine is blocked for vandalism could you give me the details of when and where the vandalism occurred thanks  
"`: I am curious as to why you describe yourself as a ``former marine.`` In your article for the National Review, you are described as a USMC reserve corporal. Now you say you are not a marine. Which is it? Surely you should know whether or not you're a marine or not.    `",neutral, i am curious as to why you describe yourself as a former marine in your article for the national review you are described as a usmc reserve corporal now you say you are not a marine which is it surely you should know whether or not youre a marine or not    
"   okay you guys i'm really depressed so please stop messing with me, please",neutral,   okay you guys im really depressed so please stop messing with me please
Uncivil behaviour from User:BilCat and User:Dave1185|WP:WQA,neutral,uncivil behaviour from userbilcat and 
"  :Ooh, I bet that must make Mitchell feel real lousy. Having the reliability of his book questioned by Wikipedia, the paragon of credibility!   ",neutral,  ooh i bet that must make mitchell feel real lousy having the reliability of his book questioned by wikipedia the paragon of credibility   
  == EWWWWWWWW ==  That's all I have to say.  Ewwwwwwwwwwwwwww.  Can't we get the point across without such icky pictures.  I mean the article on childbirth doesn't show a photo of the kid's head coming out of the vagina!,neutral,   ewwwwwwww   thats all i have to say  ewwwwwwwwwwwwwww  cant we get the point across without such icky pictures  i mean the article on childbirth doesnt show a photo of the kids head coming out of the vagina
"yes, and lets also delete or change any articles that are unislamic, such as the ones about homosexuality, christianity and judaism and other religions, and actually lets make it so everyone has to post islamic prayers 5 times a day, and if any females post out of turn than we will e-stone them, or give them 200 e-lashes, and while we are at it why not just permaban everyone who won't convert to islam?  Screw you buddy, you want everything to be islamic go to syria or saudi arabia or yemen or egypt. Keep that shit to yourself  ",neutral,yes and lets also delete or change any articles that are unislamic such as the ones about homosexuality christianity and judaism and other religions and actually lets make it so everyone has to post islamic prayers  times a day and if any females post out of turn than we will estone them or give them  elashes and while we are at it why not just permaban everyone who wont convert to islam  screw you buddy you want everything to be islamic go to syria or saudi arabia or yemen or egypt keep that shit to yourself  
", 18 November 2011 (UTC)  ::I'm not sure what the best way to do it is.  I think that at a minimum, you should change your username to something non-promotional, per WP:CORPNAME.  I've seen them block accounts immediately for violating this policy, so you should do that as soon as possible.  Also, just follow guidelines in WP:COI and ask at WP:COIN for advice if there're any edits you want to make that might conceivably be controversial in any way?—   21:09",neutral,  november  utc  im not sure what the best way to do it is  i think that at a minimum you should change your username to something nonpromotional per wpcorpname  ive seen them block accounts immediately for violating this policy so you should do that as soon as possible  also just follow guidelines in wpcoi and ask at wpcoin for advice if therere any edits you want to make that might conceivably be controversial in any way—   
" Obviously the notable arguments disputing mainstream views should be included along with the names to those who hold those views. Failing to do so would be to distort this article the way the Climategate article has been so that it doesn't cover the subject and reflect discussion in the reliable sources, instead promoting a particular perspective so as to propagandize on viewpoint.   ",neutral, obviously the notable arguments disputing mainstream views should be included along with the names to those who hold those views failing to do so would be to distort this article the way the climategate article has been so that it doesnt cover the subject and reflect discussion in the reliable sources instead promoting a particular perspective so as to propagandize on viewpoint   
"  Oops, I was trying to put this section on the science help reference desk. I did that too now, so this may be redundant.   ",neutral,  oops i was trying to put this section on the science help reference desk i did that too now so this may be redundant   
"  == Latinos ==  If you want a hint of what the human race might look like in another millenium, I think looking at latinos might give you a little sneak preview. As Latino isn't a race and alot of Latinos are multiracial.   ",neutral,   latinos   if you want a hint of what the human race might look like in another millenium i think looking at latinos might give you a little sneak preview as latino isnt a race and alot of latinos are multiracial   
